co,no2,o3,pm10,pm25,predicted aqi,City,Date
2.4,6.5,24.8,9.0,16.0,60.32018107932356,Albuquerque,2019-12-30
1.7,3.8,24.1,7.0,15.0,58.47999192018392,Atlanta,2019-12-30
3.1887431803630926,3.2227848101265826,21.6,18.581864163619226,13.0,53.062554955674955,Austin,2019-12-30
3.1887431803630926,11.2,12.1,11.64769647696477,14.0,55.481588965898254,Baltimore,2019-12-30
2.6,7.5,16.0,10.0,30.0,90.45708192122606,Boise,2019-12-30
1.7,4.7,24.1,18.581864163619226,17.0,61.62576619831327,Boston,2019-12-30
2.4334374999999966,12.336057692307689,24.1,18.581864163619226,14.0,54.73319228614457,Brooklyn,2019-12-30
0.8613281250000001,7.547803469602588,28.1,11.945054945054945,13.0,53.4433338222841,Charlotte,2019-12-30
2.5529569892473103,7.391733333333328,18.4,14.03225806451613,20.0,68.401294090786,Chicago,2019-12-30
2.4252840909090847,2.8,26.940890688259138,18.581864163619226,12.0,50.86542390525972,Columbus,2019-12-30
2.366165413533835,4.453333333333331,19.2,18.094488188976378,17.0,61.64814422322502,Dallas,2019-12-30
2.8,15.6,10.6,12.0,17.0,61.658731062795255,Denver,2019-12-30
4.066556291390727,9.097029702970302,17.6,22.0,28.0,84.83417267663367,Detroit,2019-12-30
2.585185185185187,9.3,21.6,9.0,17.0,62.25174787791718,El Paso,2019-12-30
3.1887431803630926,4.881203007518799,18.4,18.581864163619226,13.0,52.89451353061031,Fort Worth,2019-12-30
3.3,11.2,6.4,20.0,61.0,156.34031517530514,Fresno,2019-12-30
1.9,3.2,10.6,5.0,13.0,54.27538587754998,Hartford,2019-12-30
21.07423822714682,7.547803469602588,28.1,15.0,21.0,70.3871731095245,Honolulu,2019-12-30
2.4546875000000026,7.833333333333331,12.8,18.581864163619226,15.0,57.04951132685437,Houston,2019-12-30
2.0,6.5,20.8,6.0,9.0,45.32706550685816,Indianapolis,2019-12-30
1.6,2.964331210191083,18.4,19.08252427184466,18.0,63.73014168399959,Jackson,2019-12-30
4.4,2.8,9.4,14.0,30.0,90.19943161411584,Jacksonville,2019-12-30
0.1,10.3,9.0,13.0,29.0,87.74176759586953,Las Vegas,2019-12-30
3.1887431803630926,7.547803469602588,23.3,18.581864163619226,15.0,57.026505523575565,Little Rock,2019-12-30
4.2,26.0,8.8,22.0,42.0,114.1996392739452,Los Angeles,2019-12-30
3.1887431803630926,7.547803469602588,26.281081081081112,7.0,22.0,73.27678061619042,Madison,2019-12-30
2.4,6.5,20.0,18.581864163619226,16.0,59.22734668424164,Manhattan,2019-12-30
3.1887431803630926,7.547803469602588,23.3,18.581864163619226,15.0,57.00051424947662,Memphis,2019-12-30
1.6,7.547803469602588,11.0,20.0,28.0,85.0057588251426,Miami,2019-12-30
2.1,5.6,16.2,5.0,17.0,62.72409993205997,Milwaukee,2019-12-30
3.1887431803630926,7.547803469602588,0.8,18.581864163619226,15.0,56.991347986606684,Nashville,2019-12-30
5.3,13.9,14.5,18.581864163619226,34.0,97.78170344496209,Oakland,2019-12-30
3.4,3.8,22.4,7.0,12.0,51.77787362292156,Oklahoma City,2019-12-30
2.2,7.547803469602588,24.8,6.0,21.0,71.15717813370111,Omaha,2019-12-30
2.3,7.5,21.6,18.581864163619226,22.0,72.11176814246596,Philadelphia,2019-12-30
6.7,15.8,11.2,12.0,22.0,72.31409551484239,Phoenix,2019-12-30
1.2,7.1,4.8,18.581864163619226,38.0,106.76315253377118,Portland,2019-12-30
2.7,6.5,27.2,18.581864163619226,13.0,52.658243073941435,Providence,2019-12-30
1.9,9.0,24.8,18.581864163619226,14.0,54.68975161777132,Queens,2019-12-30
1.9,5.6,24.1,5.0,13.0,53.99667518096271,Raleigh,2019-12-30
0.1,1.4,10.890936555891237,18.581864163619226,28.68013468013468,86.85217583851158,Richmond,2019-12-30
3.1887431803630926,3.8,10.4,37.28729281767956,42.0,113.7600940992561,Sacramento,2019-12-30
2.9,5.6,16.8,3.0,21.0,71.48984204309613,Saint Paul,2019-12-30
3.1887431803630926,7.547803469602588,14.218316831683161,18.581864163619226,44.0,119.67783521039155,Salem,2019-12-30
1.6,18.6,14.5,18.581864163619226,47.0,125.59940283616311,Salt Lake City,2019-12-30
3.1887431803630926,4.569629629629629,14.5,18.581864163619226,21.0,70.02867328867308,San Antonio,2019-12-30
4.239080459770116,9.741954022988502,4.8,18.581864163619226,40.0,110.8907583523121,San Diego,2019-12-30
4.9,10.2,12.8,18.581864163619226,25.0,78.38587380382546,San Francisco,2019-12-30
5.5,8.4,13.6,15.153191489361703,38.0,106.9415557654504,San Jose,2019-12-30
2.7,12.1,11.2,18.581864163619226,20.0,67.45355977818406,Seattle,2019-12-30
3.1887431803630926,7.547803469602588,22.20698529411766,18.581864163619226,17.0,61.18102249455899,Springfield,2019-12-30
2.7,16.7,16.8,18.581864163619226,17.0,60.70793549890607,Staten Island,2019-12-30
1.4894915254237284,7.547803469602588,10.2,18.581864163619226,20.0,67.66850593599827,Tallahassee,2019-12-30
1.5,10.9,23.3,18.581864163619226,13.0,52.33100293911605,The Bronx,2019-12-30
3.3,15.6,10.4,17.0,34.0,97.69970246437242,Tucson,2019-12-30
2.5,9.2,12.8,18.581864163619226,18.0,63.23317731130453,Washington D.C.,2019-12-30
1.9,5.6,24.8,9.0,16.0,60.37676724214475,Albuquerque,2019-12-31
1.9,4.8,20.0,7.0,15.0,58.44071108285448,Atlanta,2019-12-31
3.1887431803630926,3.2227848101265826,21.6,18.581864163619226,18.0,63.8964023639503,Austin,2019-12-31
3.1887431803630926,6.5,19.2,6.0,17.0,62.76574672122581,Baltimore,2019-12-31
1.8,6.5,18.4,14.0,25.0,79.31030113684608,Boise,2019-12-31
3.0,7.5,20.0,18.581864163619226,21.0,70.15259256944887,Boston,2019-12-31
2.4334374999999966,12.336057692307689,21.6,18.581864163619226,28.0,85.05074092575626,Brooklyn,2019-12-31
0.8613281250000001,7.547803469602588,25.6,11.945054945054945,13.0,53.45468771559297,Charlotte,2019-12-31
2.5529569892473103,7.391733333333328,20.0,14.03225806451613,20.0,68.41076614009103,Chicago,2019-12-31
2.4252840909090847,2.8,26.940890688259138,18.581864163619226,13.0,53.040358528877164,Columbus,2019-12-31
2.366165413533835,4.453333333333331,12.1,18.094488188976378,24.0,76.81470682686052,Dallas,2019-12-31
3.7,14.7,12.2,19.0,21.0,69.70104194643727,Denver,2019-12-31
4.066556291390727,9.097029702970302,18.4,10.0,26.0,81.66622673862435,Detroit,2019-12-31
2.585185185185187,6.5,22.4,11.0,15.0,57.8837608353557,El Paso,2019-12-31
3.1887431803630926,4.881203007518799,14.5,18.581864163619226,13.0,52.90651000479863,Fort Worth,2019-12-31
6.5,13.0,8.0,34.0,79.0,193.8775045461948,Fresno,2019-12-31
1.9,2.8,10.2,4.0,12.0,52.237531063852884,Hartford,2019-12-31
2.3,7.547803469602588,30.4,15.0,21.0,70.4049798166202,Honolulu,2019-12-31
2.4546875000000026,7.833333333333331,11.2,18.581864163619226,25.0,78.70773409410003,Houston,2019-12-31
1.3,7.5,18.4,9.0,20.0,68.81151169567886,Indianapolis,2019-12-31
2.3,2.964331210191083,14.5,19.08252427184466,20.0,68.0712718123217,Jackson,2019-12-31
3.2,5.5,11.0,8.0,23.0,75.49374753945915,Jacksonville,2019-12-31
0.1,5.0,13.9,9.0,15.0,58.09918820798384,Las Vegas,2019-12-31
3.1887431803630926,7.547803469602588,22.4,18.581864163619226,14.0,54.87239684257213,Little Rock,2019-12-31
7.7,32.5,2.4,23.0,51.0,133.26445085098896,Los Angeles,2019-12-31
3.1887431803630926,7.547803469602588,26.281081081081112,8.0,24.0,77.5204708346439,Madison,2019-12-31
2.8,14.9,12.8,18.581864163619226,25.0,78.29250121487848,Manhattan,2019-12-31
3.1887431803630926,7.547803469602588,22.4,18.581864163619226,12.0,50.51694917614418,Memphis,2019-12-31
1.4,7.547803469602588,7.4,16.0,28.0,85.40160021965471,Miami,2019-12-31
2.5,8.4,19.7,8.0,18.0,64.46575056362258,Milwaukee,2019-12-31
3.1887431803630926,7.547803469602588,21.10340136054425,18.581864163619226,17.0,61.32169182245957,Nashville,2019-12-31
7.4,16.7,4.8,18.581864163619226,30.0,88.99290572664756,Oakland,2019-12-31
4.5,9.3,15.2,8.0,14.0,55.7423384447161,Oklahoma City,2019-12-31
2.2,7.547803469602588,23.3,10.0,13.0,53.466357066038086,Omaha,2019-12-31
2.3,5.6,16.0,18.581864163619226,31.0,91.70452476487617,Philadelphia,2019-12-31
6.7,13.8,16.8,10.0,19.0,66.12204602868769,Phoenix,2019-12-31
1.4,5.7,2.4,18.581864163619226,20.0,67.88104844359486,Portland,2019-12-31
3.2,13.0,26.4,18.581864163619226,13.0,52.33528632700927,Providence,2019-12-31
3.0,19.0,16.0,18.581864163619226,31.0,90.99110032107933,Queens,2019-12-31
3.2,9.3,22.4,7.0,21.0,70.94321835879134,Raleigh,2019-12-31
0.1,1.4,10.890936555891237,18.581864163619226,28.68013468013468,86.86238226596447,Richmond,2019-12-31
3.1887431803630926,3.8,7.3,37.28729281767956,53.0,137.58373354217974,Sacramento,2019-12-31
2.7,4.7,20.0,6.0,25.0,79.91581611392485,Saint Paul,2019-12-31
3.1887431803630926,7.547803469602588,14.218316831683161,18.581864163619226,15.0,56.91092394907423,Salem,2019-12-31
1.3,13.9,20.0,18.581864163619226,46.0,123.68349637894232,Salt Lake City,2019-12-31
3.1887431803630926,4.569629629629629,23.3,18.581864163619226,25.0,78.69375342097067,San Antonio,2019-12-31
4.239080459770116,9.741954022988502,8.0,18.581864163619226,65.0,165.01770092758147,San Diego,2019-12-31
7.0,17.6,4.8,18.581864163619226,30.0,88.84297584399178,San Francisco,2019-12-31
10.3,16.7,8.0,15.153191489361703,42.0,115.18543398682016,San Jose,2019-12-31
3.4,8.4,20.0,18.581864163619226,13.0,52.496031536608484,Seattle,2019-12-31
3.1887431803630926,7.547803469602588,22.20698529411766,18.581864163619226,20.0,67.68541351050533,Springfield,2019-12-31
3.4,13.9,12.8,18.581864163619226,20.0,67.35741503607244,Staten Island,2019-12-31
1.4894915254237284,7.547803469602588,9.4,18.581864163619226,20.0,67.67907955252508,Tallahassee,2019-12-31
2.9,21.0,14.5,18.581864163619226,34.0,97.28599842092524,The Bronx,2019-12-31
2.8,11.3,16.0,13.0,17.0,61.51157082696284,Tucson,2019-12-31
2.4,4.7,16.0,18.581864163619226,21.0,69.96689171684159,Washington D.C.,2019-12-31
1.6,4.7,30.4,7.0,15.0,57.7881086549088,Albuquerque,2020-01-01
2.2,5.6,20.0,8.0,26.0,81.4559960100014,Atlanta,2020-01-01
